,Unnamed: 0,num_conta,cod_cliente,cod_agencia,cod_colaborador,tipo_conta,data_abertura,saldo_total,saldo_disponivel,data_ultimo_lancamento,tipo_agencia,estado
179,180,140,140,2,63,PF,2015-02-10 13:47:00 UTC,140807.6754,117253.54,2022-12-29 23:59:59.367528 UTC,Agencia Fisica,TO
180,181,235,235,2,63,PF,2018-06-01 13:05:00 UTC,114315.5104,109905.99,2021-09-09 05:16:59 UTC,Agencia Fisica,DF
181,182,383,383,2,63,PF,2017-01-24 13:00:00 UTC,38945.74079999999,40234.87999999999,2018-06-24 03:58:10 UTC,Agencia Fisica,RS
182,183,633,633,2,63,PF,2011-05-08 13:51:00 UTC,16.79930000000043,0.6000000000004135,2018-08-30 03:58:32 UTC,Agencia Fisica,PA
183,184,4,4,2,65,PF,2017-04-06 12:28:00 UTC,184007.862,170283.25000000003,2022-11-12 11:50:05 UTC,Agencia Fisica,MT
184,185,27,27,2,65,PF,2022-05-10 12:29:00 UTC,263.7312,228.68,2022-12-30 00:00:00.767904 UTC,Agencia Fisica,SP
185,186,95,95,2,65,PF,2021-09-22 15:00:00 UTC,176.30550000000068,253.21000000000063,2022-12-29 23:59:59.772328 UTC,Agencia Fisica,SP
186,187,11,11,2,69,PF,2010-11-12 16:37:00 UTC,8749.808799999995,8414.479999999996,2022-12-29 23:59:56 UTC,Agencia Fisica,SE
187,188,177,177,2,69,PF,2022-10-15 16:31:00 UTC,12129.6075,12439.49,2022-12-29 23:59:59.932063 UTC,Agencia Fisica,AP
188,189,244,244,2,69,PF,2012-04-20 13:36:00 UTC,22751.98930000001,22071.15000000001,2022-12-24 02:19:53 UTC,Agencia Fisica,RN
189,190,251,251,2,69,PF,2013-07-11 14:28:00 UTC,8907.738000000003,8346.630000000003,2021-09-05 04:36:19 UTC,Agencia Fisica,AC
190,191,468,468,2,69,PF,2021-08-27 13:19:00 UTC,10007.897200000005,10124.270000000002,2022-12-30 00:00:00.468061 UTC,Agencia Fisica,CE
191,192,533,533,2,69,PF,2021-08-09 12:39:00 UTC,26541.77249999997,24783.64999999997,2022-12-29 23:59:59.604072 UTC,Agencia Fisica,RN
192,193,759,759,2,69,PF,2022-01-02 14:41:00 UTC,937.5840000000004,1702.4000000000003,2022-12-29 23:59:59.09932 UTC,Agencia Fisica,MA
193,194,919,919,2,69,PF,2014-10-18 12:17:00 UTC,11549.642999999998,11770.39,2018-09-03 14:38:01 UTC,Agencia Fisica,PE
194,195,972,972,2,69,PF,2010-08-10 15:41:00 UTC,18882.358000000004,17130.820000000003,2022-05-08 01:59:15 UTC,Agencia Fisica,AC
195,196,166,166,2,70,PF,2014-11-21 15:42:00 UTC,124745.6959,122476.89,2021-01-20 11:41:39 UTC,Agencia Fisica,RR
196,197,222,222,2,70,PF,2014-05-11 10:03:00 UTC,10214.635,10068.5,2017-07-30 00:08:27 UTC,Agencia Fisica,SP
197,198,642,642,2,70,PF,2019-06-26 12:58:00 UTC,14609.89880000001,14856.86000000001,2022-12-29 23:59:59.449488 UTC,Agencia Fisica,TO
198,199,655,655,2,70,PF,2016-02-11 14:22:00 UTC,74550.7858,70325.65,2020-05-15 16:28:49 UTC,Agencia Fisica,AP
199,200,699,699,2,70,PF,2011-03-22 14:49:00 UTC,24351.57009999999,22299.439999999988,2022-12-29 23:59:59.406374 UTC,Agencia Fisica,CE
200,201,700,700,2,70,PF,2017-12-06 16:13:00 UTC,24760.97400000001,25235.92000000001,2022-12-30 00:00:00.050689 UTC,Agencia Fisica,RO
201,202,510,510,2,81,PF,2012-03-16 13:03:00 UTC,23050.58800000001,20939.23000000001,2022-12-29 23:59:59.194889 UTC,Agencia Fisica,GO
202,203,640,640,2,81,PF,2020-06-11 14:58:00 UTC,151.11360000000008,61.30000000000008,2022-12-29 23:59:59.961749 UTC,Agencia Fisica,AM
203,204,668,668,2,81,PF,2015-03-03 12:16:00 UTC,2967.7232000000013,918.5800000000014,2022-12-30 00:00:00.758288 UTC,Agencia Fisica,PB
204,205,879,879,2,81,PF,2013-07-12 10:44:00 UTC,238990.87940000003,231759.98000000004,2019-09-11 05:47:27 UTC,Agencia Fisica,DF
205,206,891,891,2,81,PF,2012-02-20 13:42:00 UTC,5171.9778000000015,5112.550000000002,2018-08-12 08:36:11 UTC,Agencia Fisica,DF
206,207,913,913,2,81,PF,2021-10-08 14:19:00 UTC,297.7511999999988,128.34999999999877,2022-12-30 00:00:00.41435 UTC,Agencia Fisica,PE
207,208,75,75,2,96,PF,2011-06-12 13:50:00 UTC,43845.29979999999,44058.34,2022-10-08 06:10:17 UTC,Agencia Fisica,BA
208,209,201,201,2,96,PF,2021-11-12 16:43:00 UTC,20524.2641,19820.47,2022-12-30 00:00:00.097381 UTC,Agencia Fisica,SE
209,210,323,323,2,96,PF,2015-06-14 16:51:00 UTC,3914.170000000004,3800.270000000004,2022-12-30 00:00:00.568614 UTC,Agencia Fisica,RR
210,211,372,372,2,96,PF,2013-11-27 13:03:00 UTC,25957.564499999982,24630.599999999988,2019-10-25 08:58:32 UTC,Agencia Fisica,MG
211,212,425,425,2,96,PF,2021-01-22 13:13:00 UTC,773.5351,29312.93,2022-12-29 23:59:59.637724 UTC,Agencia Fisica,SP
212,213,547,547,2,96,PF,2013-04-04 15:11:00 UTC,24559.998500000005,45922.630000000005,2018-01-29 23:27:08 UTC,Agencia Fisica,PI
213,214,623,623,2,96,PF,2018-06-12 11:47:00 UTC,274.8616000000002,195.38000000000017,2021-11-04 05:58:29 UTC,Agencia Fisica,MG
214,215,659,659,2,96,PF,2011-09-22 14:33:00 UTC,43301.91960000001,40067.48,2019-10-04 10:28:51 UTC,Agencia Fisica,SE
215,216,797,797,2,96,PF,2018-10-21 14:14:00 UTC,66.31660000000005,40.060000000000045,2022-12-30 00:00:00.98649 UTC,Agencia Fisica,PR
216,217,826,826,2,96,PF,2017-07-16 10:31:00 UTC,3343.123199999999,3376.4299999999994,2019-08-18 17:54:24 UTC,Agencia Fisica,BA
217,218,890,890,2,96,PF,2013-12-11 14:23:00 UTC,91.91260000000293,34.61000000000276,2022-09-19 07:33:48 UTC,Agencia Fisica,MT
218,219,998,998,2,96,PF,2013-11-07 13:05:00 UTC,12110.9472,47398.84,2016-07-24 12:03:50 UTC,Agencia Fisica,RS
219,220,135,135,3,4,PF,2016-07-03 12:30:00 UTC,7367.596799999995,7665.519999999995,2020-11-27 11:01:16 UTC,Agencia Fisica,MT
220,221,189,189,3,4,PF,2021-09-16 11:47:00 UTC,3657.9384,2875.48,2022-12-29 23:47:10 UTC,Agencia Fisica,MA
221,222,656,656,3,4,PF,2019-02-20 12:24:00 UTC,30350.7828,30770.779999999995,2021-05-18 04:02:16 UTC,Agencia Fisica,SP
222,223,814,814,3,4,PF,2014-09-09 14:55:00 UTC,20261.3382,19025.32,2018-09-10 03:08:32 UTC,Agencia Fisica,CE
223,224,876,876,3,4,PF,2019-04-17 11:01:00 UTC,5137.496099999999,5069.369999999998,2022-12-29 23:59:59.711504 UTC,Agencia Fisica,BA
224,225,895,895,3,4,PF,2022-08-15 11:35:00 UTC,3191.855400000008,3020.270000000008,2022-12-30 00:00:00.708347 UTC,Agencia Fisica,AP
225,226,963,963,3,4,PF,2022-06-13 15:07:00 UTC,6909.477300000004,6250.550000000002,2022-12-29 23:59:59.305111 UTC,Agencia Fisica,PB
226,227,70,70,3,27,PF,2021-02-18 15:23:00 UTC,108.51049999999992,28940.35,2022-12-30 00:00:00.135754 UTC,Agencia Fisica,SC
227,228,229,229,3,27,PF,2013-01-20 11:26:00 UTC,15665.469999999998,15511.599999999997,2016-11-13 19:53:00 UTC,Agencia Fisica,MS
228,229,368,368,3,27,PF,2016-03-03 13:31:00 UTC,12017.386499999982,12075.629999999985,2022-12-29 23:59:59.147739 UTC,Agencia Fisica,AL
229,230,376,376,3,27,PF,2012-04-07 15:08:00 UTC,11668.1467,10745.11,2022-09-30 08:42:18 UTC,Agencia Fisica,PI
230,231,721,721,3,27,PF,2022-07-17 14:30:00 UTC,1729.3182,1623.7099999999998,2022-12-29 23:59:59.060207 UTC,Agencia Fisica,TO
231,232,845,845,3,27,PF,2020-12-16 15:14:00 UTC,904.8035,477.9500000000001,2022-12-30 00:00:00.802509 UTC,Agencia Fisica,PE
232,233,897,897,3,27,PF,2016-12-07 11:46:00 UTC,208.5145999999995,156.1499999999995,2022-12-29 23:59:59.625723 UTC,Agencia Fisica,AM
233,234,21,21,3,37,PF,2016-07-10 12:29:00 UTC,7250.567999999998,6957.31,2022-11-24 19:30:54 UTC,Agencia Fisica,AC
234,235,129,129,3,37,PF,2013-01-08 15:31:00 UTC,40602.261200000015,38336.69000000001,2020-04-09 07:00:43 UTC,Agencia Fisica,AC
235,236,212,212,3,37,PF,2021-04-09 15:40:00 UTC,26933.379200000003,26472.640000000003,2022-12-29 23:59:59.48936 UTC,Agencia Fisica,GO
236,237,420,420,3,37,PF,2013-01-24 10:10:00 UTC,10852.621899999998,11170.85,2017-05-22 20:51:50 UTC,Agencia Fisica,AL
237,238,608,608,3,37,PF,2014-09-20 11:49:00 UTC,28555.18,28544.94,2019-12-14 17:57:10 UTC,Agencia Fisica,SE
238,239,767,767,3,37,PF,2019-12-06 15:52:00 UTC,77102.72960000002,74114.26000000001,2022-12-18 14:40:10 UTC,Agencia Fisica,AC
239,240,850,850,3,37,PF,2013-07-22 14:42:00 UTC,117660.80210000002,107914.04,2018-08-05 01:57:43 UTC,Agencia Fisica,CE
240,241,173,173,3,41,PF,2021-05-12 14:45:00 UTC,87.43559999999941,536.7199999999993,2022-12-29 23:59:59.464383 UTC,Agencia Fisica,SC
241,242,525,525,3,41,PF,2012-05-03 13:10:00 UTC,22773.805600000007,20567.89000000001,2017-10-21 07:21:47 UTC,Agencia Fisica,MA
242,243,576,576,3,41,PF,2015-12-26 13:07:00 UTC,1618.4770000000012,1368.4600000000014,2021-04-12 00:08:06 UTC,Agencia Fisica,MS
243,244,582,582,3,41,PF,2013-02-21 11:58:00 UTC,36087.81210000002,37148.300000000025,2022-12-30 00:00:00.462063 UTC,Agencia Fisica,BA
244,245,603,603,3,41,PF,2018-04-20 10:44:00 UTC,4323.152400000006,4352.130000000007,2022-12-29 15:20:07 UTC,Agencia Fisica,DF
245,246,689,689,3,41,PF,2014-04-15 11:08:00 UTC,37557.594000000005,34398.15000000001,2022-12-29 22:51:57 UTC,Agencia Fisica,PE
246,247,861,861,3,41,PF,2018-07-15 11:31:00 UTC,3621.6449,3264.96,2022-09-26 16:33:15 UTC,Agencia Fisica,PE
247,248,104,104,3,45,PF,2018-01-04 12:09:00 UTC,10225.377600000003,10009.550000000005,2022-12-30 00:00:00.624769 UTC,Agencia Fisica,DF
248,249,179,179,3,45,PF,2019-01-15 11:29:00 UTC,67454.04840000003,66086.48000000003,2022-12-29 23:59:59.901142 UTC,Agencia Fisica,AP
249,250,364,364,3,45,PF,2013-09-07 14:06:00 UTC,19006.89699999999,19977.86999999999,2019-02-24 05:44:55 UTC,Agencia Fisica,PI
250,251,371,371,3,45,PF,2012-12-04 12:48:00 UTC,35852.78140000001,32782.46000000001,2022-12-29 23:58:41 UTC,Agencia Fisica,ES
251,252,535,535,3,45,PF,2014-09-06 13:52:00 UTC,35.272400000001035,24.180000000000945,2021-09-06 18:08:48 UTC,Agencia Fisica,RR
252,253,800,800,3,45,PF,2015-02-25 15:05:00 UTC,45523.6656,46356.45,2022-12-30 00:00:00.482356 UTC,Agencia Fisica,RO
253,254,840,840,3,45,PF,2013-02-05 11:08:00 UTC,18951.811499999985,19926.04999999998,2022-12-29 23:59:59.777193 UTC,Agencia Fisica,RR
254,255,966,966,3,45,PF,2013-11-05 15:33:00 UTC,15348.307200000008,15243.720000000008,2022-12-29 08:21:46 UTC,Agencia Fisica,SE
255,256,71,71,3,47,PF,2013-12-14 13:59:00 UTC,16164.536500000006,14842.350000000004,2019-12-04 03:28:17 UTC,Agencia Fisica,AL
256,257,162,162,3,47,PF,2012-11-15 11:37:00 UTC,22674.024800000007,22376.76000000001,2016-11-24 10:37:37 UTC,Agencia Fisica,RJ
257,258,238,238,3,47,PF,2019-03-08 16:08:00 UTC,786.881199999999,783.199999999999,2022-12-29 23:59:59.181535 UTC,Agencia Fisica,RR
258,259,374,374,3,47,PF,2013-07-28 11:52:00 UTC,71434.55279999998,69922.47999999997,2021-03-04 21:21:16 UTC,Agencia Fisica,AC
259,260,430,430,3,47,PF,2013-08-16 11:02:00 UTC,1546.6709999999994,1451.6799999999994,2019-03-11 04:35:56 UTC,Agencia Fisica,MG
260,261,752,752,3,47,PF,2017-10-28 15:26:00 UTC,657.9224999999992,538.6499999999992,2022-12-29 23:59:59.381012 UTC,Agencia Fisica,RO
261,262,778,778,3,47,PF,2018-12-21 14:46:00 UTC,4988.4287,5373.209999999998,2022-12-29 23:59:59.562888 UTC,Agencia Fisica,RR
262,263,832,832,3,47,PF,2012-12-25 15:27:00 UTC,56012.785200000006,51659.170000000006,2019-09-23 22:31:07 UTC,Agencia Fisica,PA
263,264,863,863,3,47,PF,2015-11-26 12:41:00 UTC,118.80539999999988,56.559999999999874,2018-09-23 21:05:00 UTC,Agencia Fisica,BA
264,265,3,3,3,49,PF,2013-01-05 13:13:00 UTC,25244.4854,24079.04,2022-08-14 20:51:30 UTC,Agencia Fisica,AM
265,266,155,155,3,49,PF,2013-08-22 13:27:00 UTC,57577.01,57526.37999999999,2018-09-21 22:25:28 UTC,Agencia Fisica,MT
266,267,523,523,3,49,PF,2013-03-18 10:44:00 UTC,16025.31,14722.03,2015-06-04 18:42:29 UTC,Agencia Fisica,RO
267,268,765,765,3,49,PF,2019-05-27 12:48:00 UTC,291.07760000000025,200.49000000000024,2022-12-29 23:59:59.267491 UTC,Agencia Fisica,GO
268,269,846,846,3,49,PF,2013-10-12 10:33:00 UTC,143847.08800000002,130458.18000000002,2022-12-30 00:00:00.110692 UTC,Agencia Fisica,AL
269,270,881,881,3,49,PF,2019-12-23 15:28:00 UTC,5707.786199999996,5466.5499999999965,2022-12-29 23:57:20 UTC,Agencia Fisica,TO
270,271,886,886,3,49,PF,2014-04-26 15:43:00 UTC,3586.692199999997,3645.789999999997,2019-03-02 04:00:38 UTC,Agencia Fisica,MS
271,272,909,909,3,74,PF,2019-01-04 13:26:00 UTC,64506.149500000014,67700.81000000003,2022-11-25 11:40:32 UTC,Agencia Fisica,RR
272,273,56,56,3,78,PF,2022-09-21 14:40:00 UTC,149048.21800000002,139067.40000000002,2022-12-29 23:59:59.172722 UTC,Agencia Fisica,SP
273,274,269,269,3,78,PF,2013-01-05 13:51:00 UTC,15245.684999999998,14424.129999999996,2020-06-26 14:50:37 UTC,Agencia Fisica,MG
274,275,325,325,3,78,PF,2014-04-14 15:34:00 UTC,23586.847,24763.26,2017-06-18 05:59:33 UTC,Agencia Fisica,AM
275,276,480,480,3,78,PF,2012-12-09 11:58:00 UTC,104.97999999999924,11.269999999999255,2022-11-03 15:02:20 UTC,Agencia Fisica,AM
276,277,507,507,3,78,PF,2015-04-20 11:35:00 UTC,296.15340000000026,254.4300000000002,2021-09-24 11:34:05 UTC,Agencia Fisica,MA
277,278,599,599,3,78,PF,2020-01-11 14:52:00 UTC,161.93659999999943,139.20999999999944,2022-12-27 05:16:01 UTC,Agencia Fisica,GO
278,279,898,898,3,78,PF,2013-02-25 15:54:00 UTC,79839.1567,79023.89000000001,2018-03-09 02:47:00 UTC,Agencia Fisica,PR
279,280,914,914,3,78,PF,2017-11-11 11:08:00 UTC,675.8313999999997,650.8599999999997,2022-12-26 03:19:05 UTC,Agencia Fisica,AM
280,281,43,43,3,88,PF,2016-09-03 15:08:00 UTC,43388.047999999966,39429.829999999965,2022-12-29 23:59:59.486255 UTC,Agencia Fisica,MT
281,282,80,80,3,88,PF,2015-04-23 15:08:00 UTC,28432.93099999997,29329.99999999997,2022-12-29 23:58:24 UTC,Agencia Fisica,AP
282,283,205,205,3,88,PF,2016-01-15 11:42:00 UTC,28440.02220000001,26009.76000000001,2022-08-23 17:11:54 UTC,Agencia Fisica,RR
283,284,373,373,3,88,PF,2013-07-19 15:18:00 UTC,47371.6908,48268.47000000001,2016-11-07 23:16:26 UTC,Agencia Fisica,MS
284,285,419,419,3,88,PF,2013-05-01 15:18:00 UTC,1444.2595999999996,1153.8499999999997,2022-12-30 00:00:00.898288 UTC,Agencia Fisica,AM
285,286,115,115,3,98,PF,2013-01-16 15:15:00 UTC,6.474099999999996,82556.41,2016-08-14 00:37:46 UTC,Agencia Fisica,PB
286,287,193,193,3,98,PF,2014-06-24 14:39:00 UTC,9466.416000000005,9226.570000000003,2022-12-29 23:59:59.974984 UTC,Agencia Fisica,CE
287,288,248,248,3,98,PF,2019-06-13 11:34:00 UTC,919.2544,871.17,2022-08-07 17:26:08 UTC,Agencia Fisica,CE
288,289,298,298,3,98,PF,2012-04-21 15:53:00 UTC,106461.8007,99486.45,2019-04-06 04:06:26 UTC,Agencia Fisica,CE
289,290,408,408,3,98,PF,2021-10-15 10:47:00 UTC,9193.057199999996,8497.309999999994,2022-12-30 00:00:00.614611 UTC,Agencia Fisica,RN
290,291,416,416,3,98,PF,2022-12-18 13:37:00 UTC,35643.506000000016,34907.80000000001,2023-01-01 20:22:28.291488 UTC,Agencia Fisica,CE
291,292,592,592,3,98,PF,2014-10-28 14:46:00 UTC,493.4051999999904,427.07999999999055,2022-12-06 18:19:31 UTC,Agencia Fisica,AP
292,293,866,866,3,98,PF,2019-06-22 13:36:00 UTC,4.34159999999972,624.8199999999997,2022-12-30 00:00:00.276554 UTC,Agencia Fisica,GO
293,294,906,906,3,98,PF,2012-11-25 14:07:00 UTC,25095.490799999992,25725.93999999999,2022-12-29 23:59:59.463588 UTC,Agencia Fisica,RR
294,295,960,960,3,98,PF,2014-07-05 13:14:00 UTC,78171.21,77835.11,2020-01-10 00:14:06 UTC,Agencia Fisica,MA
295,296,9,9,4,3,PF,2022-12-08 11:21:00 UTC,81101.62819999998,75739.06999999998,2022-12-30 16:23:13.549956 UTC,Agencia Fisica,RN
296,297,39,39,4,3,PF,2022-04-25 15:35:00 UTC,12353.212799999988,12760.229999999983,2022-12-29 23:59:59.468678 UTC,Agencia Fisica,RJ
297,298,460,460,4,3,PF,2014-03-04 10:43:00 UTC,4130.975999999998,2982.799999999997,2022-12-24 04:32:38 UTC,Agencia Fisica,RO
298,299,571,571,4,3,PF,2018-01-18 14:36:00 UTC,469.7516000000012,316.6800000000012,2022-12-30 00:00:00.108166 UTC,Agencia Fisica,CE
299,300,580,580,4,3,PF,2014-05-04 13:13:00 UTC,17823.12479999999,17114.16999999999,2022-12-29 23:59:59.585665 UTC,Agencia Fisica,ES
300,301,727,727,4,3,PF,2020-08-10 12:55:00 UTC,2660.2608000000014,1976.6800000000007,2022-06-08 10:09:04 UTC,Agencia Fisica,TO
301,302,780,780,4,3,PF,2018-02-05 11:35:00 UTC,2476.529399999994,2414.309999999994,2022-02-20 07:42:18 UTC,Agencia Fisica,PE
302,303,813,813,4,3,PF,2020-08-28 11:27:00 UTC,410.8399999999999,202.0699999999999,2022-12-30 00:00:00.084096 UTC,Agencia Fisica,RS
303,304,848,848,4,3,PF,2022-10-14 14:02:00 UTC,6.086400000000105,26.09000000000011,2022-12-29 23:59:59.524731 UTC,Agencia Fisica,MG
304,305,924,924,4,3,PF,2021-10-20 15:55:00 UTC,26185.644,23748.1,2022-12-29 23:59:14 UTC,Agencia Fisica,PB
305,306,943,943,4,3,PF,2017-09-07 15:09:00 UTC,35595.4542,32521.38,2022-12-30 00:00:00.929314 UTC,Agencia Fisica,ES
306,307,5,5,4,32,PF,2015-01-14 11:53:00 UTC,137649.18999999994,120169.18999999994,2018-07-24 03:18:52 UTC,Agencia Fisica,AL
307,308,49,49,4,32,PF,2021-05-05 12:58:00 UTC,349.16419999999965,97.48999999999968,2022-12-29 23:59:59.235451 UTC,Agencia Fisica,ES
308,309,148,148,4,32,PF,2016-02-22 11:31:00 UTC,6451.976199999999,5824.069999999999,2022-12-28 19:44:36 UTC,Agencia Fisica,AL
309,310,187,187,4,32,PF,2022-03-08 15:48:00 UTC,8302.287000000002,7893.980000000001,2022-12-29 23:59:59.691567 UTC,Agencia Fisica,RS
310,311,250,250,4,32,PF,2018-12-08 13:43:00 UTC,8020.7748,9242.54,2022-12-29 23:59:59.833297 UTC,Agencia Fisica,RN
311,312,279,279,4,32,PF,2018-04-09 11:15:00 UTC,21046.9824,21497.92,2022-12-29 23:59:59.844831 UTC,Agencia Fisica,MG
312,313,356,356,4,32,PF,2014-01-13 11:30:00 UTC,44776.380000000034,40667.300000000025,2022-06-01 14:56:38 UTC,Agencia Fisica,SP
313,314,444,444,4,32,PF,2022-11-20 16:56:00 UTC,3825.8640000000014,3737.0800000000017,2022-12-30 00:00:00.907773 UTC,Agencia Fisica,AM
314,315,467,467,4,32,PF,2018-02-26 12:52:00 UTC,32232.6802,32091.99,2022-12-29 23:59:59.242815 UTC,Agencia Fisica,ES
315,316,615,615,4,32,PF,2021-06-11 16:02:00 UTC,98888.4733,90717.11,2022-12-30 00:00:00.184665 UTC,Agencia Fisica,AM
316,317,638,638,4,32,PF,2018-07-05 11:41:00 UTC,314.00000000000085,19.70000000000089,2022-12-29 23:59:59.306088 UTC,Agencia Fisica,RS
317,318,705,705,4,32,PF,2015-07-24 13:19:00 UTC,7272.482000000004,7395.500000000005,2019-05-21 05:28:33 UTC,Agencia Fisica,MA
318,319,749,749,4,32,PF,2018-08-23 12:31:00 UTC,45291.66719999999,43485.13999999999,2021-05-18 15:03:23 UTC,Agencia Fisica,MA
319,320,781,781,4,32,PF,2014-09-23 11:27:00 UTC,337.701,78.42000000000002,2022-07-26 15:01:24 UTC,Agencia Fisica,RS
320,321,828,828,4,32,PF,2021-12-25 12:52:00 UTC,10753.2115,10954.17,2022-12-30 00:00:00.363526 UTC,Agencia Fisica,RO
321,322,830,830,4,32,PF,2018-01-11 14:07:00 UTC,20823.5352,19957.63,2022-12-29 16:43:16 UTC,Agencia Fisica,MG
322,323,834,834,4,32,PF,2015-03-25 14:02:00 UTC,241.1655999999999,179.6499999999999,2018-08-31 03:04:19 UTC,Agencia Fisica,RJ
323,324,923,923,4,32,PF,2021-05-05 13:11:00 UTC,21432.6196,21785.72,2022-12-29 23:59:59 UTC,Agencia Fisica,TO
324,325,988,988,4,32,PF,2021-02-22 14:02:00 UTC,2195.138399999999,2052.749999999998,2022-12-28 21:18:58 UTC,Agencia Fisica,MA
325,326,57,57,4,61,PF,2017-05-04 16:51:00 UTC,698.5659999999996,619.9799999999996,2022-12-29 23:58:01 UTC,Agencia Fisica,PA
326,327,60,60,4,61,PF,2017-11-28 14:52:00 UTC,3646.3741999999993,3704.5099999999993,2022-02-17 17:18:46 UTC,Agencia Fisica,TO
327,328,161,161,4,61,PF,2015-08-17 15:19:00 UTC,7354.644199999997,6742.019999999996,2021-10-24 13:08:04 UTC,Agencia Fisica,RR
328,329,230,230,4,61,PF,2020-12-22 16:37:00 UTC,8796.049600000004,8269.420000000006,2022-12-30 00:00:00.169379 UTC,Agencia Fisica,MA
329,330,252,252,4,61,PF,2019-07-18 12:56:00 UTC,269.7096000000005,237.1200000000004,2021-06-17 13:59:18 UTC,Agencia Fisica,AP
330,331,322,322,4,61,PF,2014-06-27 15:40:00 UTC,48224.92949999998,48608.92999999997,2019-02-24 23:20:51 UTC,Agencia Fisica,RO
331,332,350,350,4,61,PF,2018-11-15 15:42:00 UTC,65716.299,66372.28,2022-12-30 00:00:00.14673 UTC,Agencia Fisica,PR
332,333,541,541,4,61,PF,2019-04-25 13:04:00 UTC,80038.6673,82151.29,2022-12-29 18:39:24 UTC,Agencia Fisica,TO
333,334,568,568,4,61,PF,2020-08-22 15:21:00 UTC,78357.2816,74084.73999999996,2022-12-29 23:59:59.094036 UTC,Agencia Fisica,PB
334,335,575,575,4,61,PF,2015-07-27 11:15:00 UTC,80964.10140000001,79474.92000000001,2022-06-23 07:35:02 UTC,Agencia Fisica,TO
335,336,852,852,4,61,PF,2015-07-01 16:05:00 UTC,41988.59279999998,42369.57999999998,2016-09-28 15:36:43 UTC,Agencia Fisica,ES
336,337,970,970,4,61,PF,2021-01-07 15:42:00 UTC,34423.441499999964,32777.219999999965,2022-12-29 09:00:54 UTC,Agencia Fisica,AL
337,338,164,164,4,73,PF,2014-09-08 12:52:00 UTC,6258.363999999998,6164.679999999998,2020-05-21 03:00:44 UTC,Agencia Fisica,PA
338,339,233,233,4,73,PF,2014-12-02 14:14:00 UTC,30.06220000000009,9.760000000000076,2019-04-09 01:26:15 UTC,Agencia Fisica,AL
339,340,259,259,4,73,PF,2019-10-12 12:17:00 UTC,143.9934000000046,102.7700000000045,2022-12-29 23:59:59.925936 UTC,Agencia Fisica,MG
340,341,304,304,4,73,PF,2019-07-04 11:12:00 UTC,47188.6454,44492.25,2021-03-07 13:57:27 UTC,Agencia Fisica,GO
341,342,346,346,4,73,PF,2019-03-02 11:07:00 UTC,72228.95280000001,66842.31,2022-06-21 22:38:31 UTC,Agencia Fisica,AM
342,343,363,363,4,73,PF,2022-05-03 11:19:00 UTC,5784.426,4613.949999999999,2022-12-29 23:59:59.540603 UTC,Agencia Fisica,MT
343,344,366,366,4,73,PF,2014-06-06 15:19:00 UTC,18102.158200000005,18358.390000000007,2022-12-29 23:59:59.693692 UTC,Agencia Fisica,GO
344,345,390,390,4,73,PF,2018-08-17 15:11:00 UTC,245.61999999999932,301.41999999999933,2022-12-20 16:53:47 UTC,Agencia Fisica,AL
345,346,448,448,4,73,PF,2019-12-18 13:11:00 UTC,108585.12,108046.82,2022-12-30 00:00:00.302617 UTC,Agencia Fisica,SC
346,347,515,515,4,73,PF,2014-04-17 15:32:00 UTC,127.81150000000454,101.63000000000424,2022-12-30 00:00:00.819885 UTC,Agencia Fisica,AL
347,348,614,614,4,73,PF,2014-04-16 13:23:00 UTC,17250.890900000006,17057.350000000002,2018-10-11 13:45:20 UTC,Agencia Fisica,MG
348,349,624,624,4,73,PF,2015-08-03 16:55:00 UTC,6263.416800000001,5759.04,2022-04-09 16:15:28 UTC,Agencia Fisica,MG
349,350,703,703,4,73,PF,2015-03-04 13:12:00 UTC,13916.083199999995,14255.219999999996,2020-04-08 17:50:08 UTC,Agencia Fisica,RS
350,351,723,723,4,73,PF,2013-12-02 14:38:00 UTC,29617.02219999998,27618.219999999976,2019-08-17 03:45:19 UTC,Agencia Fisica,DF
351,352,753,753,4,73,PF,2017-07-04 15:05:00 UTC,13400.350000000006,13211.550000000008,2022-09-08 08:44:46 UTC,Agencia Fisica,PR
352,353,776,776,4,73,PF,2021-03-14 15:58:00 UTC,117.59999999999974,76.57999999999971,2022-12-29 23:59:59.00265 UTC,Agencia Fisica,AL
353,354,798,798,4,73,PF,2015-11-21 10:49:00 UTC,539.2416000000095,509.95000000000994,2022-12-29 23:56:27 UTC,Agencia Fisica,MS
354,355,838,838,4,73,PF,2013-11-15 16:17:00 UTC,20058.3032,19265.34,2021-05-08 07:11:47 UTC,Agencia Fisica,PA
355,356,899,899,4,73,PF,2021-10-17 13:00:00 UTC,8539.36819999999,8294.28999999999,2022-12-29 23:59:59.35822 UTC,Agencia Fisica,PB
356,357,934,934,4,73,PF,2017-08-25 16:02:00 UTC,4177.671299999997,3450.2699999999973,2022-12-29 23:59:59.465741 UTC,Agencia Fisica,RN
357,358,940,940,4,73,PF,2016-10-25 11:53:00 UTC,7979.810000000007,8178.800000000008,2022-12-29 23:55:32 UTC,Agencia Fisica,PB
358,359,974,974,4,73,PF,2014-07-18 15:15:00 UTC,1633.7509000000014,1166.8700000000013,2016-11-23 20:48:56 UTC,Agencia Fisica,RJ
